Sample Name	Ag	Al	As	Au	B	Ba	Bi	C	Ca	Cd	Ce	Co	Cr	Cu	ENA	Fe	Ga	Ge	H	Hf	Hg	In	La	Mg	Mn	Mo	N	Nb	Nd	Ni	O	P	Pb	Pd	Pr	Pt	Re	Rh	S	Sb	Sc	Se	Si	Sm	Sn	Sol_Al	Sol_B	Sol_Ca	Sol_Ti	Sr	Ta	Te	Th	Ti	Tl	V	W	Y	Zn	Zr	Column1
AWU 19B								0.06					0.03	0.13		99.044									0.53	0.015				0.056		0.011	0.003						0.115				0.006																		
AWU 2								0.097					0.047	0.09		98.4309									0.97	0.022				0.0738		0.017	0.0033						0.235				0.014																		
AWU 20								0.39					0.036	0.115		98.2405									0.7	0.012				0.036		0.034	0.0015						0.195				0.24																		
AWU 21								0.125					0.025	0.079		98.3337									0.88	0.012				0.037		0.035	0.0033						0.21				0.26																		
AWU 29								0.59					0.04	0.21		98.818									0.18	0.013				0.05		0.033	0.004						0.05				0.012																		
AWU 3								0.081					0.0324	0.157		98.3154									1	0.014				0.051		0.06	0.0032						0.26				0.026																		
AWU 30								0.26					0.1	0.08		98.768									0.18	0.04				0.07		0.009							0.49				0.003																		
AWU 31								0.075					0.025	0.1		98.5205									0.9	0.017				0.067		0.048	0.0035						0.23				0.014																		
AWU 451								0.6					0.03	0.08		98.0065									0.69	0.01				0.073		0.044	0.0015						0.195				0.27																		
AWU 457								0.45					0.03	0.135		98.3304									0.63	0.013				0.04		0.02	0.0016						0.165				0.185																		
AWU 5								0.079					0.023	0.11		98.2227									1.15	0.016				0.054		0.06	0.0033						0.26				0.022																		
AWU 7								0.33					0.068	0.068		98.142									0.84	0.015				0.05		0.025	0.002						0.2				0.26																		
AWU 9								0.33					0.067	0.066		98.1685									0.84	0.015				0.05		0.024	0.0015						0.188				0.25																		
AWU PX								0.0786					0.1	0.17		97.451									1.3	0.03				0.155		0.061	0.259						0.378				0.0174																		
BAM 098-1								0.00051					0.00571			99.99182									0.00008	0.00085	0.00024												0.00031				0.00048																		
BAS 056-2		0.0005						0.8181					0.0146	0.0129		98.4046									0.5073					0.0218		0.0103							0.0093				0.2006																		
BAS 057-2		0.059						0.0507					0.0144	0.0146											0.246		0.0023			0.0096		0.012							0.0127				0.0033																		
BAS 058-2			0.0095					0.424					0.1211	0.261		97.4408									1.186	0.0589	0.0107			0.199		0.0098							0.1712				0.108																		
BAS 064-1		0.033	0.0036					0.0026				0.0027	0.0184	0.0077		99.69269									0.1641	0.00077	0.0026	0.0146		0.0115		0.0091	0.00018						0.0104				0.0065		0.00051	  0.03020000								0.0189		0.00015					
BAS 084-1								0.391						0.267		97.96									0.86	0.033				0.154		0.018							0.029				0.265		0.023																
BAS 087-1			0.0243					0.174				0.0148	0.0781	0.1707		98.3875									0.6711	0.0206				0.1177		0.0103							0.0461	0.0046			0.2631		0.0171																
BAS 090-1								1.054					0.121			98.0152									0.226	0.0089	0.0146			0.053		0.0128							0.0095				0.281													0.204					
BAS 096-2		0.046						0.105	0.002				0.0243	0.017		98.1568									1.32	0.002		0.0252		0.0253		0.0128							0.0016				0.262																		
BAS 1/1								0.38					0.51	0.55		93.155									1.54	1.51				1.24		0.026							0.029				0.41													0.65					
BAS 111		0.0348	0.0017					0.0258				0.0144	0.0197	0.0171		99.6518									0.155	0.0008	0.0034			0.0387		0.0033							0.0054				0.0253		0.0015									0.0004		0.0009					
BAS 111/1			0.0011					0.007				0.0053	0.00055	0.0089		99.78125									0.1623	0.0005	0.0025			0.0161		0.0045							0.0049				0.0039		0.0006									0.0004		0.0002					
BAS 112		0.0148	0.0021		0.0007			0.394				0.0175	1.236	0.149		95.7667									0.436	0.19	0.0024	0.0065		1.461		0.0043							0.0026				0.289		0.0086									0.01		0.0088					
BAS 113		0.0151	0.002		0.0066			0.837				0.0415	1.248	0.179		94.9883									1.207	0.056	0.0109	0.0487		0.0784		0.0595							0.0294				0.931		0.0067									0.039		0.201	0.012			0.0029	
BAS 114		0.078	0.0025		0.0008			0.403				0.0171	0.187	0.36		96.4728									0.416	0.184	0.0043	0.0042		1.502		0.0044							0.0046				0.295		0.041									0.0096		0.0086				0.0051	
BAS 115		0.0527						0.6224	0.0058				0.0198			78.0118									0.682		0.0067			0.0196		0.0123							0.00093				0.2078											0.0027							
BAS 116		0.0587						0.617	0.0036				0.0141			98.39481									0.6756		0.0069			0.0155		0.0092	0.00012						0.00176				0.201											0.00171							
BAS 2/1								0.38					0.42	0.2		94.805									0.34	1.05				2.23		0.032							0.033				0.28													0.23					
BAS 21								0.0175					0.02			98.988									0.0675	0.02						0.014							0.0355				0.1275													0.01	0.7				
BAS 215/3		0.004						0.91					0.04	0.052		98.005									0.68					0.038		0.01							0.031				0.23																		
BAS 23								0.18					0.13			97.1415									0.0725	0.04						0.018							0.0355				0.2125													0.01	2.16				
BAS 24								0.185					0.1			95.9138									0.0675	0.02						0.0177							0.036				0.22													0.03	3.41				
BAS 261/1		0.016	0.016					0.09	0.0017			0.05	17.45	0.12		66.7453									0.83	0.11		0.91		13.1		0.017							0.018				0.5								0.006					0.02					
BAS 290/2								1.15				0.35	0.16	0.16		84.9247									12.5	0.031	0.013			0.29		0.042							0.019				0.34													0.0203					
BAS 3/1								0.4					0.99	0.39		94.492									0.84	0.67				1		0.033							0.025				0.65													0.51					
BAS 31			0.113					0.47								98.434									0.36							0.044							0.029				0.55																		
BAS 32			0.003					0.07								98.698									1.14							0.019							0.01				0.06																		
BAS 33			0.07					0.63								98.274									0.62							0.067							0.089				0.25																		
BAS 34			0.002					0.145								98.007									1.47							0.004							0.012				0.36																		
BAS 35			0.024					0.265								98.36									0.72							0.036							0.055				0.54																		
BAS 4/1								0.31					0.27	0.34		94.901									0.26	0.23				3.26		0.035							0.024				0.22													0.15					
BAS 401								1.06					0.08	0.1		96.049									1	0.525				0.025		0.042							0.009				0.59													0.52					
BAS 401/1								1.06					0.055	0.088		96.463									0.85	0.47				0.031		0.044							0.009				0.41													0.52					
BAS 401/2		0.074						0.935				0.0042	0.138	0.101		95.8886									1.197	0.495	0.0159			0.019		0.0265							0.0078				0.602													0.496					
BAS 402								1.29				0.0504	0.55	0.23		96.2806									0.19	0.16				0.73		0.006							0.023				0.27													0.22					
BAS 402/1								1.2					0.77	0.21		96.357									0.16	0.17				0.81		0.011							0.032				0.13													0.15					
BAS 402/2		0.161						1.311					0.652	0.302		96.0562									0.228	0.14	0.0069			0.808		0.0161							0.0138				0.111													0.194					
BAS 403								0.72					0.42	0.17		96.26									1.69	0.08				0.24		0.064							0.036				0.08													0.24					
BAS 403/1								0.88					0.33	0.18		96.171									1.84	0.073				0.12		0.028							0.034				0.084													0.26					
BAS 403/2		0.0485						0.75					0.463	0.221		95.8764									1.677	0.088	0.01			0.223		0.055							0.0381				0.209													0.341					
BAS 404								0.67					0.68	0.3		95.832									0.52	0.33				0.46		0.05							0.018				1.04													0.1					
BAS 404/1								0.74					0.48	0.34		96.359									0.31	0.31				0.4		0.057							0.024				0.87													0.11					
BAS 404/2		0.017						0.696					0.774	0.427		95.5464									0.532	0.307	0.0089			0.393		0.0479							0.0228				1.121													0.107					
BAS 405								0.058					0.21	0.015		96.523									1.28	0.017				0.12		0.017							0.06				1.38													0.32					
BAS 405/1								0.032					0.15	0.013		96.226									1.28	0.002				0.22		0.018							0.069				1.71													0.28					
BAS 405/2		0.33						0.044					0.206	0.022		96.9315									0.903	0.025	0.011			0.102		0.0095							0.058				0.947													0.411					
BAS 406								0.19					2.12	0.32		93.657									0.53	1.03				1.69		0.014							0.049				0.38													0.02					
BAS 406/1								0.23				0.006	2.1	0.28		93.869									0.61	1				1.52		0.009							0.049				0.31													0.017					
BAS 406/2		0.013	0.012					0.173				0.006	2.001	0.289		94.0438									0.447	0.98	0.009			1.62		0.0102							0.043				0.342		0.001											0.01					
BAS 407								0.5					3	0.43		93.545									0.13	0.82				0.61		0.033							0.012				0.69													0.23					
BAS 407/1								0.47					2.95	0.57		93.783									0.047	0.78				0.59		0.03							0.01				0.59													0.18					
BAS 407/2		0.04						0.49				0.0068	3.03	0.397		93.5747									0.195	0.83	0.011			0.527		0.038							0.0105				0.66													0.19					
BAS 408								0.28					0.09	0.73		93.164									0.64	0.14				4.58		0.043							0.03				0.24													0.063					
BAS 408/1								0.285					0.102	0.66		93.577									0.51	0.09				4.45		0.037							0.028				0.23													0.031					
BAS 408/2		0.154	0.0046					0.289					0.111	0.694		93.5629									0.557	0.098	0.0075			4.13		0.056							0.03				0.237		0.002											0.067					
BAS 409								0.11					1.22	0.23		92.912									0.48	0.77				3.14		0.025							0.015				1.07													0.028					
BAS 409/1								0.082				0.014	0.94	0.048		93.17									0.44	0.65				3.06		0.025							0.021				1.46													0.09					
BAS 409/2		0.094						0.086					1.318	0.205		92.8882									0.559	0.599	0.0108			3.02		0.0141							0.0179				1.18													0.008					
BAS 41								3.24								94.022								0.012	0.32					0.32		0.025							0.011				2.05																		
BAS 410								0.39					1.72	0.47		92.961									0.43	0.41				2.04		0.066							0.053				1													0.46					
BAS 410/1								0.39					1.34	0.36		93.723									0.22	0.36				2.16		0.072							0.055				0.95													0.37					
BAS 410/2		0.046	0.0053					0.428				0.0248	1.684	0.436		92.7844									0.419	0.432	0.0155			2.07		0.074							0.041				1.1													0.44					
BAS 42								3.26								93.874								0.024	0.33					0.39		0.022							0.01				2.09																		
BAS 421								0.049								99.164									0.11	0.028						0.012							0.027				0.07													0.02	0.52				
BAS 422								0.036								98.441									0.09	0.033						0.015							0.025				0.06													0.02	1.28				
BAS 423								0.03								97.699									0.07	0.027						0.017							0.027				0.05													0.02	2.06				
BAS 424								0.024								96.716									0.09	0.036						0.02							0.024				0.05													0.02	3.02				
BAS 43								3.31								93.74								0.039	0.3					0.52		0.022							0.009				2.06																		
BAS 431		0.012						0.019					0.19	0.062		98.5648									0.95	0.015		0.022		0.069		0.009							0.014				0.033		0.006											0.0342					
BAS 431/1								0.026					0.058			98.987									0.86			0.004		0.034		0.012							0.015				0.004																		
BAS 431-2								0.0249					0.049			98.8324									0.902		0.0052	0.004		0.04		0.121							0.0065				0.015																		
BAS 432		0.02						0.093					0.21	0.16		97.9747									1.1	0.039		0.029		0.24		0.016							0.053				0.042		0.016											0.0073					
BAS 432/1								0.102					0.31			98									1.34			0.002		0.14		0.024							0.039				0.043																		
BAS 432_2								0.0065					0.0166			99.086									0.712		0.0066	0.0174		0.0196		0.0171							0.036				0.0822																		
BAS 433		0.016						0.19					0.52	0.058		98.0522									0.6	0.085		0.032		0.055		0.07							0.073				0.2		0.01											0.0388					
BAS 433/1								0.195					0.26			98.538									0.6			0.02		0.064		0.074							0.069				0.18																		
BAS 434		0.026						0.37					0.13	0.017		97.1718									1.54	0.011		0.1		0.015		0.056							0.01				0.51		0.011											0.0322					
BAS 434/1								0.41					0.055			97.536									1.49			0.078		0.044		0.05							0.027				0.31																		
BAS 435		0.07						0.49					0.56	0.046		97.7192									0.37	0.014		0.02		0.051		0.025							0.037				0.57		0.013											0.0148					
BAS 435/1								0.52					0.14			98.227									0.41			0.039		0.06		0.033							0.031				0.54																		
BAS 44								3.32								93.568								0.053	0.34					0.64		0.02							0.009				2.05																		
BAS 45								3.26								93.424								0.078	0.3					0.96		0.02							0.008				1.95																		
BAS 451			0.031					0.1					0.12	0.3		99.061									0.02	0.1				0.024		0.003							0.007				0.03		0.008									0.096			0.1				
BAS 451/1			0.041					0.051					0.104	0.47		98.3135									0.62	0.039				0.016		0.009	0.0005						0.014				0.116		0.002									0.105			0.099				
BAS 452			0.009					0.315					0.042	0.22		98.815									0.03	0.035				0.19		0.033							0.025				0.086		0.13									0.02			0.05				
BAS 452/1			0.015					0.323					0.067	0.22		97.5448									1.3	0.054				0.19		0.035	0.0002						0.017				0.055		0.094									0.031			0.054				
BAS 453			0.052					0.21					0.24	0.15		98.351									0.04	0.075				0.114		0.039							0.034				0.36		0.019									0.016			0.3				
BAS 454			0.073					0.35					0.075	0.076		98.541									0.03	0.2				0.073		0.054							0.046				0.27		0.05									0.012			0.15				
BAS 454/1			0.07					0.376					0.062	0.051		97.7399									0.8	0.2				0.069		0.061	0.0001						0.047				0.31		0.054									0.01			0.15				
BAS 455			0.018					0.56					0.22	0.043		98.012									0.09	0.16				0.24		0.052							0.061				0.22		0.076									0.028			0.22				
BAS 455/1			0.026					0.598					0.21	0.038		97.5735									0.4	0.14				0.35		0.052	0.0005						0.055				0.25		0.085									0.022			0.2				
BAS 456		0.008			0.001			0.104				0.048				99.365									0.17			0.005				0.01	0.01						0.024	0.011			0.22													0.024					
BAS 456/1		0.0097			0.0015			0.101				0.052				99.2728									0.2			0.006				0.018	0.016						0.023	0.012			0.24													0.022				0.026	
BAS 456/2		0.0018			0.0015			0.112				0.0504				99.1971									0.22			0.0057				0.0212	0.0189						0.0221	0.0172			0.297													0.0221				0.013	
BAS 457/1		0.1105			0.0025			0.324				0.023				98.901									0.3			0.022				0.01	0.004						0.042	0.038			0.051													0.166				0.006	
BAS 457/2		0.087			0.0046			0.307				0.0217				98.8379									0.327			0.0174				0.0098	0.0098						0.0448	0.05			0.105			  0.08200000										0.153				0.025	
BAS 458		0.14			0.005			0.255				0.16				98.093									0.42			0.05				0.035	0.016						0.031	0.07			0.55													0.13				0.045	
BAS 458/1		0.023			0.0061			0.247				0.21				98.1291									0.49			0.052				0.032	0.0078						0.033	0.072			0.54													0.108				0.05	
BAS 458/2		0.055			0.0069			0.198				0.198				98.1776									0.479			0.051				0.0281	0.014						0.0314	0.089			0.504			  0.05200000										0.105				0.063	
BAS 459		0.068			0.01			0.45				0.077				98.499									0.088			0.012				0.049	0.003						0.052	0.007			0.51													0.075				0.1	
BAS 459/1		0.028			0.0118			0.523				0.109				97.4931									0.97			0.014				0.054	0.0018						0.057	0.0063			0.58													0.08				0.072	
BAS 459/2		0.0154			0.011			0.467				0.089				97.6131									0.909			0.0102				0.0482	0.0044						0.0481	0.0121			0.64			  0.01340000										0.0585				0.074	
BAS 46		0.0033	0.0035					3.39				0.023	0.016	0.057		92.5449								0.128	0.32	0.002				1.42		0.02							0.007				2.04		0.0043									0.006		0.015					
BAS 460		0.028			0.0035			0.375				0.009				98.8755									0.4			0.087				0.04	0.003						0.009	0.002			0.11													0.05				0.008	
BAS 460/1		0.0131			0.0028			0.452				0.014				98.558									0.67			0.066				0.043	0.0013						0.012	0.0038			0.098													0.06				0.006	
BAS 460/2		0.024			0.0027			0.383				0.0106				98.689									0.616			0.068				0.0374	0.0005						0.0099	0.0006			0.126			  0.01930000										0.0322				0.0001	
BAS 461			0.011					0.082					15.2			77.4363									0.64					6.16		0.013	0.0007						0.017				0.44																		
BAS 461/1								0.0103					14.7272	0.0091		78.0448									0.686	0.0138				6.124		0.0053							0.0051				0.3744																		
BAS 462			0.007					0.092					12.35			73.7725									0.74					12.55		0.01	0.0005						0.018				0.46																		
BAS 462/1								0.0345					11.8884	0.0112		73.991									0.722	0.0304				12.85		0.0053							0.0041				0.4631																		
BAS 463					0.0004			0.088					18.3			70.6496									0.77					9.65		0.015							0.017				0.51																		
BAS 463/1					0.0022			0.019				0.116	18.46	0.276		68.8848									1.4	0.265	0.063			10.2		0.025							0.019				0.27																		
BAS 464			0.003					0.1				0.054	25.75			51.9565									0.77					20.7		0.016	0.0005						0.01				0.64																		
BAS 464/1								0.086				0.054	25.39			53.0103									0.791					20.05		0.02	0.0004						0.028	0.0003			0.57																		
BAS 465								0.073				0.022	18	0.03		71.018									0.9					9		0.011							0.016				0.59											0.3		0.04					
BAS 465/1		0.026			0.0006			0.066				0.053	17.31	0.098		70.7844									1.38	0.092	0.01			9.24		0.021							0.012				0.405											0.4		0.102					
BAS 466			0.01					0.074					17.6			70.1666									0.66	2.21		0.05		8.68		0.02	0.0014						0.021				0.5		0.006						0.001										
BAS 466/1			0.017		0.0024			0.062					17.65			70.1942									0.698	2.19		0.029		8.61		0.02	0.0014						0.016				0.505		0.005																
BAS 466/2			0.002		0.0039			0.0141				0.0184	17.84	0.0278		67.224									1.311	2.776	0.0508			10.2		0.0105							0.0069				0.48													0.0346					
BAS 467								0.069					18.05			70.7052									0.68			1.06		8.95		0.015							0.019				0.45								0.0018										
BAS 467/1			0.004					0.082					18.09			70.2725									0.788			0.99		9.21		0.018	0.004						0.019	0.0003			0.52								0.0017									0.0005	
BAS 468								0.152				0.034	18.7			69.632									1.47					8.83		0.016							0.026				1.14																		
BAS 468/1								0.143				0.018	17.96			69.835									1.7					8.9		0.014							0.02				1.41																		
BAS 469								0.279				0.01	11.93	0.02		86.441									0.598					0.246		0.015							0.02				0.421													0.02					
BAS 470								0.153				0.02	17.68	0.02		81.109									0.235					0.369		0.024							0.035				0.335													0.02					
BAS 471								0.095				0.02	23.85	0.02		74.241									0.417					0.96		0.018							0.023				0.326													0.03					
BAS 472								0.227				0.02	15.82	0.02		79.151									1.02	0.661				1.95		0.032							0.029				1.05													0.02					
BAS 473								0.172				0.01	9.06	0.03		88.551									0.494	0.95				0.06		0.019							0.03				0.604													0.02					
BAS 474			0.03					0.022					19.06	0.35		60.05									1.7	3.55				14.74		0.008							0.02				0.17													0.3					
BAS 475		0.013						0.05				0.22	14.14	1.94		75.007									0.89	1.59		0.22		5.66		0.037							0.008				0.21		0.015																
BAS 481								0.69				0.21	3.56			80.122									0.29	0.22						0.021							0.027				0.14													0.52	14.2				
BAS 481/1								0.68				0.31	3.4			80.325									0.25	0.28						0.023							0.022				0.15													0.56	14				
BAS 482								0.7				0.24	4.09			75.164									0.28	0.27						0.021							0.025				0.13													0.98	18.1				
BAS 482/1								0.67				0.29	3.95			75.396									0.26	0.4						0.027							0.027				0.14													1.04	17.8				
BAS 483								0.67				1.94	3.21			82.226									0.29	0.17						0.019							0.025				0.11													0.54	10.8				
BAS 483/1								0.65				2.06	2.9			84.284									0.22	0.18						0.023							0.023				0.16													0.22	9.28				
BAS 484							0.0002	0.85			0.0002	10.2	5.17	0.1		58.6136									0.21	1.07				0.19		0.03							0.024	0.001			0.2													0.94	22.4		0.001		
BAS 484/1								0.76				10	4.98			61.3									0.21	1.08						0.025							0.015				0.18													1.05	20.4				
BAS 485							0.0002	0.89			0.0002	5.06	4.15	0.1		68.7005									0.5	0.67				0.17		0.046							0.043				0.42								0.0001					1.05	18.2				
BAS 485/1								0.94				4.97	4.02			69.779									0.41	0.66						0.043							0.039				0.3		0.019											1.02	17.8				
BAS 486							0.0002	0.74			0.0002	0.13	4.53	0.13		80.3696									0.12	5.23				0.17		0.021							0.029				0.14													1.91	6.48				
BAS 486/1		0.006	0.015					0.74				0.08	4.54			81.205									0.21	5.2				0.05		0.029							0.021				0.27		0.014											1.82	5.8				
BAS 487/1		0.006	0.0125					1.02			0.0002	7.95	3.91			74.1093									0.26	9.41				0.145		0.022							0.029				0.18		0.006											1.14	1.8				
BAS 491		0.042						0.92					1.45	0.04		79.7967									16.1	0.6				0.05		0.026							0.012				0.9													0.0633					
BAS 491/1		0.031						1.15					1.5	0.03		79.3453									16.31	0.52				0.032		0.028							0.004				1.04													0.0097					
BAS 492/1		0.049					0.0002	1.45					1.36	0.00005		82.02905									9.69	1.51				3.77		0.02							0.006				0.11													0.0057					
BAS 492/3		0.131						1.18				0.0048	1.076	0.0211		83.4741									8.33	1.318	0.0225			4.17		0.0318							0.0093				0.229											0.0024							
BAS 493/1		0.095						0.94					0.13			82.7057									11.24	0.94				2.97		0.098							0.022				0.85													0.0093					
BAS 494		0.004						1.24				0.43	0.56	0.19		82.93045									13.55	0.078				0.69		0.04							0.005				0.26											0.00005		0.0225					
BAS 494/1		0.003					0.0002	1.34					0.53			82.1968									14.83	0.003				0.73		0.046							0.006				0.31													0.005					
BAS 495		0.103						0.82					1.93	0.09		81.8387									13.6	0.035				1.05		0.036							0.014				0.46													0.0233					
BAS 495/1		0.17						0.81					1.93			82.075									13.1	0.11				1.13		0.054							0.026				0.58													0.015					
BAS 495/2		0.079						0.68					1.81			82.0247									12.72	0.093				2.04		0.041							0.021				0.48													0.0113					
